user_id,nome,email,data_cadastro,cidade,estado,valor_ultima_compra,data_ultimo_login
189d71cc-4e11-4b40-adf2-ca91330b4f29,Davi Luiz Barros,ana-clara73@example.com,2023-10-16,Vieira,SP,319.98,2025-07-15 22:22:59.584527
55bc4070-e1ac-4e8f-8b81-f821ffd0389c,Ana Vitória Cirino,aylacirino@example.net,2025-06-24,Rodrigues,SC,443.99,2025-07-21 09:33:36.967066
3698d760-3e1b-4e09-8ce7-5c7c4a5b3427,Luiza Fernandes,correiajosue@example.net,2024-04-09,Martins da Praia,BA,383.2,2025-07-28 19:25:37.695068
eea972ac-310f-417e-a70c-bd6b13b60fe0,Ana Carolina Pastor,bda-mata@example.org,2023-08-27,Pacheco,SC,443.99,2025-08-09 02:38:51.791704
3906f8c2-75af-4e81-87b0-b996930e3a62,Bruna Nogueira,inunes@example.net,2023-10-25,Almeida da Mata,SP,103.44,2025-07-12 09:16:24.758296
811d76ae-1c21-4032-8f9a-6fff91374fbe,Brenda Azevedo,jose22@example.net,2023-08-17,da Luz,SC,124.72,2025-08-03 20:33:06.162557
5d83b7e1-ce43-47eb-96b9-3efb03d06d15,Raul Sampaio,cavalcantirodrigo@example.com,2024-01-04,Leão,BA,298.65,2025-07-20 19:48:52.645604
f9a2ec4b-bf20-4d9e-a38e-5be9baccf097,Maria Sophia Caldeira,vargasmarcelo@example.com,2023-11-20,Rios de Minas,RJ,443.99,2025-07-13 14:14:07.393841
4e452fb4-e84d-477c-a7ed-ef7a01ef0100,Ana Laura da Rosa,teixeiragael-henrique@example.org,2025-06-23,Alves da Mata,SP,588.96,2025-07-22 13:54:58.911005
3894efea-ebf3-4617-9046-5f4944a9da4e,Danilo Porto,nunesluiz-henrique@example.net,2024-06-25,Pastor,SC,721.89,2025-08-02 10:41:03.876535
7fc7a89e-1810-4902-9365-496a018e85ed,Thales Duarte,bruno83@example.org,2025-02-19,Leão,BA,325.68,2025-07-20 22:45:59.841121
e55b9b5b-c55d-4443-9c92-3c1c72242136,Clarice Castro,caioleao@example.net,2024-04-11,Aparecida da Praia,PR,280.0,2025-08-01 13:28:55.107605
dec310c1-d6f9-4b78-8bc1-3048f85995bd,Laís Barbosa,apimenta@example.com,2024-11-12,Gonçalves,SP,527.91,2025-08-07 06:43:49.062204
6978e617-04a1-425f-9cb9-b57f043ec077,Júlia Borges,,2024-07-28,Pacheco,BA,635.7,2025-07-30 22:34:32.236467
564a6cb0-42ae-4c30-a32c-87efccb00cce,Davi Lucca Silveira,mendeskamilly@example.net,2024-02-13,Marques,RJ,982.87,2025-07-20 03:18:49.808996
f9c1b223-79ec-48f0-94f5-ed1d9e3b31c5,Lucas Gabriel Moraes,ryan62@example.com,2025-03-02,das Neves do Amparo,BA,413.32,2025-07-31 17:18:57.330393
731abb2b-451c-4c15-8d7c-837044744ba2,Dom Cavalcante,lporto@example.org,2023-08-23,Castro de Minas,SP,332.57,2025-08-08 00:58:22.274417
d509d3dc-af18-4a8c-9193-ee93027498a7,Sra. Isabela Montenegro,enricomacedo@example.net,2023-09-10,Ramos,SC,443.99,2025-07-18 03:03:36.193518
bb466457-298d-4b24-ac18-c20421706fff,Davi Lucca Barros,albuquerqueian@example.com,2024-02-16,da Paz,SC,492.02,2025-07-25 12:35:19.021276
dcf76c7a-55c8-44ad-b855-33a0f5af65f6,Laís da Luz,helena55@example.com,2024-10-29,da Rocha Grande,PR,550.46,2025-08-06 12:08:20.611456
68e324c9-9f70-4a84-8ecf-b40457ca12c8,Isabelly Campos,oaraujo@example.net,2024-08-09,Cavalcanti Grande,SP,238.62,2025-07-16 18:08:42.533037
86357abf-0f48-440e-8c48-3890d9f948b1,Ana Clara Nogueira,msouza@example.net,2023-08-12,Correia,RJ,443.99,2025-07-17 10:11:43.616873
40b64449-7e6c-4de7-9726-85d5e06007f7,Pietro Marques,ocamargo@example.org,2025-07-17,Fernandes,MG,567.26,2025-07-31 00:31:33.984236
6ef9dd66-b738-4ed6-a7e5-704712fc9ce3,Bella Alves,samuellima@example.net,2023-12-17,Porto,PR,443.99,2025-07-30 03:25:53.466879
0202e2ca-2c37-457b-908d-0449588a1ea2,Sra. Ana Carolina Barbosa,joao-gabriel19@example.com,2025-01-25,Novaes das Pedras,SP,863.81,2025-07-22 04:06:19.488852
6313d2a2-9256-4ecb-83aa-3bdca40fd015,Ayla Rios,maria-isisda-cunha@example.com,2023-09-01,Silva,BA,671.31,2025-07-16 08:46:04.034339
70595874-d971-4157-8d3a-515ed7350d9f,Antony Cavalcanti,cavalcantijade@example.net,2024-05-01,Machado,MG,23.01,2025-07-25 01:31:40.911496
05c4e709-cba0-414d-a8c5-95949171def1,Sara da Cunha,esilveira@example.net,2024-11-23,Brito de Novais,MG,482.02,2025-07-27 15:37:09.087961
6a95f463-3bfb-4dbf-b015-f17c5884a2ae,Luigi Souza,sousaanna-liz@example.org,2025-02-03,Barros do Campo,SP,97.8,2025-07-28 16:46:57.366398
6526e7a4-b943-48ad-91c2-79839d525c5d,Maria Isis Araújo,luiz-otavio67@example.org,2025-01-07,Gomes,PR,779.5,2025-07-26 14:43:44.203932
db8f2282-27ba-44ff-a45f-598e629ff52f,Srta. Alícia Fogaça,rodrigo67@example.net,2025-05-19,da Rosa,SC,301.0,2025-07-30 20:59:24.297763
464d937e-08ed-4aba-8262-9363108249e0,Lorenzo da Paz,liviapimenta@example.org,2023-09-10,Nunes,SC,972.11,2025-07-26 13:43:16.632007
ca7a14d6-77cf-40fe-ad64-e634319dc44b,Antonella Albuquerque,,2024-08-11,Pires do Amparo,SP,653.46,2025-07-29 18:33:57.643973
45c0a4dc-cccd-4f43-bbf6-60faaa1d8ad4,Lucas Gabriel Jesus,costelajosue@example.com,2025-01-20,Cirino,MG,867.26,2025-07-10 21:03:46.044164
4e4a9e85-3de3-48ca-8fee-0be427e1cdcc,Marcos Vinicius Freitas,cunhayasmin@example.net,2024-04-06,Santos,BA,27.62,2025-07-12 15:07:15.638927
ad6934ac-511d-4ace-9cb3-7d4dec70219d,Diogo Cavalcante,yan01@example.net,2024-09-29,Viana de da Conceição,RJ,90.46,2025-07-25 02:05:34.526482
c6806a69-04f2-4750-896c-e8017ad45d9b,Yasmin Câmara,vitoria99@example.com,2024-07-14,Montenegro,SP,443.99,2025-08-06 13:24:15.353731
2a5c3f88-0ad8-403f-856d-248e5ed0122d,Dr. Eduardo Campos,livia12@example.org,2023-09-15,Cardoso,SC,621.73,2025-07-25 23:49:23.287023
ef5772d8-26c8-4d11-9369-618aedce5997,Sr. Luiz Henrique Teixeira,ana-julia61@example.net,2024-02-10,Siqueira da Prata,PR,443.99,2025-08-05 07:58:52.992805
75f544de-ab06-49b7-9515-c863938e806c,Ana Vitória Pinto,macedomelina@example.com,2025-07-20,Costela,BA,443.99,2025-07-19 02:26:39.523236
0a0153c0-8dc9-49c7-90f9-a4f60824d7f6,Luiz Gustavo Silveira,leticiacirino@example.com,2024-11-28,Siqueira de Souza,SP,366.4,2025-07-15 05:03:33.888980
ba8f76c8-5ab6-4d3d-80cc-fca9a9df97c7,Lunna da Luz,arthur-miguelcavalcanti@example.com,2023-08-15,Rocha de Goiás,PR,443.99,2025-07-25 20:43:44.376232
38f6e8b0-a916-42cd-8878-a54e8bb075e6,Sr. Bryan da Mota,kcavalcanti@example.net,2024-11-12,da Conceição de Minas,RJ,443.99,2025-07-30 14:16:41.017849
2461a821-e680-4524-917c-7c5ab69ad1e3,Nathan Gomes,,2024-07-20,Freitas de Goiás,MG,740.73,2025-08-05 09:01:12.905638
8636f47a-d72b-441b-ae15-7d7893f0baec,Luísa Ribeiro,,2023-08-11,Casa Grande de Castro,SP,686.37,2025-08-07 19:50:06.553527
778a67f8-3067-4cdc-93d0-4877d5f3021a,Vicente Montenegro,jose-miguel92@example.net,2024-06-30,Aparecida Verde,BA,443.99,2025-07-21 20:27:58.833155
f9c984c7-9258-4dbd-a97a-e3b838630090,Maria Julia Porto,kaique97@example.net,2024-12-15,Monteiro,MG,328.79,2025-07-20 04:35:01.231315
0ec5e71a-2c57-42e2-9c20-3b1c9b73b4ae,José Pedro Vasconcelos,rjesus@example.com,2024-07-30,Oliveira de Goiás,MG,171.39,2025-08-06 14:03:10.696326
8fdc18e2-2ae8-4f26-91d8-e13cbd237de8,Rhavi Nascimento,mayaaragao@example.com,2024-07-23,Sá,SP,498.36,2025-07-17 06:35:30.588029
aceb175c-f059-442f-b32f-e7aa5a8b1960,Ravi Novais,nascimentoluiz-miguel@example.org,2023-09-17,Jesus da Praia,RJ,279.33,2025-08-05 04:14:43.586147
7aa8bbdc-8d3d-4ea6-aa36-97d88eba2f77,Guilherme Santos,hmoura@example.com,2024-07-22,Viana,PR,246.76,2025-07-22 13:38:19.424298
a0680dbe-1329-4848-bc67-ebd954c24dd6,Maria Luísa Nascimento,sampaiojose-miguel@example.com,2024-05-03,Mendonça Grande,MG,655.06,2025-08-05 20:39:29.310237
efa8af2c-1061-438c-9291-ef066cbf922e,Srta. Ana Alves,isabellycaldeira@example.com,2025-01-09,Barros,SP,443.99,2025-07-16 18:29:55.495930
c95a4f1e-67af-40a8-a534-f401cbd76783,Sr. Lucca Ribeiro,pintoeduarda@example.org,2024-06-26,da Cruz Alegre,BA,502.69,2025-07-28 20:22:27.846833
256c45d7-58de-452b-b55d-2aa7221b101c,Lucca Cirino,,2024-04-15,da Costa do Sul,BA,836.62,2025-07-20 04:21:33.883647
3cbcb621-9fcb-461e-9eee-4438cab9cc04,Bianca Gomes,qcostela@example.net,2024-08-18,Fernandes Grande,BA,84.99,2025-08-01 10:20:02.534546
2d0c5f35-5860-4c8f-a049-dd72d8aaf021,Dom Novaes,,2024-04-11,Carvalho,SP,112.05,2025-07-20 14:25:49.737030
a54acc97-496d-41db-9248-905d34661a71,Luiz Miguel Cunha,dmachado@example.org,2025-01-08,Pastor do Campo,PR,448.42,2025-07-19 14:42:27.373861
f5bf8198-1803-452d-836a-0046d0a839d1,Isaac Rocha,portocaue@example.com,2024-06-13,Vieira dos Dourados,PR,443.99,2025-07-15 02:59:58.544305
1b07bdfc-e00d-4f79-9ad5-4948b92a82dd,Vitor Hugo Machado,costajose@example.com,2023-10-25,Brito,BA,79.57,2025-07-15 12:57:12.790609
553d710e-6b86-489f-ab14-3b434c25ba3e,Théo Gonçalves,ulima@example.com,2025-02-06,Gonçalves Verde,SP,515.55,2025-07-30 13:26:01.991392
5d3bbc6c-839a-4f16-bbdc-748487dd1b63,Thiago da Costa,santospedro-miguel@example.com,2023-09-06,Pimenta da Mata,PR,748.33,2025-08-01 03:21:07.562732
45bb8ded-79d3-4103-882a-59f897028f60,Luan Farias,,2024-06-06,da Luz,SC,443.99,2025-08-02 10:24:43.305121
45b55f87-f011-4c7a-8456-fde23ca9facd,Fernanda Rios,da-costamaite@example.net,2024-11-20,da Cruz,RJ,351.2,2025-08-05 02:35:06.035632
